id,Moeda,Preço,1h,24h,7d,30d,Volume 24h,Capitalização de Mercado,FDV,Cap/FDV
8472.0,Youcoin  YOU,"$0,00002024",-,-,-,-,"$1,99","$20.238,23","$20.238,23",1.0
8473.0,JORAM POOWEL  POOWEL,"$0,00002024",-,-,-,-,"$8,31","$20.237,11","$20.237,11",1.0
8474.0,TISM  TISM,"$0,00002023",4.0%,1.9%,8.2%,165.4%,"$225,23","$20.231,10","$20.231,10",1.0
8475.0,MyBit  MYB,"$0,0001124",1.8%,0.4%,0.7%,10.6%,"$28,08","$20.228,08","$20.228,08",1.0
8476.0,ChatGPT Cat  YARNCAT,"$0,00002023",0.4%,2.5%,8.1%,61.8%,"$57,39","$20.221,02","$20.221,02",1.0
8477.0,Main Character  MAIN,"$0,00002174",0.5%,2.8%,8.8%,20.6%,"$3,75","$20.146,15","$20.146,15",1.0
8489.0,Peblo  PEBLO,"$0,00002037",0.5%,3.7%,2.1%,27.6%,"$51,59","$20.119,46","$20.119,46",1.0
8478.0,SWquery  SWQUERY,"$0,00002084",-,2.9%,10.5%,3.6%,"$338,97","$20.117,74","$20.816,82",0.97
8479.0,BNC  BNC,"$0,00002011",-,-,-,-,"$6,41","$20.109,09","$20.109,09",1.0
8480.0,Official Tiger King  EXOTIC,"$0,00005021",0.5%,0.8%,7.2%,73.9%,"$205,74","$20.092,28","$25.115,95",0.8
8485.0,GOATSE  GOATSE,$0.0122010,0.5%,2.5%,20.9%,13.6%,"$15,41","$20.090,25","$20.090,25",1.0
8481.0,BankrX  BNXR,$0.065829,0.4%,1.2%,3.7%,52.2%,"$21,85","$20.076,27","$58.291,47",0.34
8482.0,SHILLGUY  SHILL,"$0,00002014",0.5%,6.1%,11.9%,15.7%,"$178,48","$20.064,43","$20.064,43",1.0
8483.0,milleniumsweghunter69  SWEG69,"$0,00002015",-,-,-,-,"$201,46","$20.041,76","$20.041,76",1.0
8484.0,your outie  OUTIE,"$0,00002005",0.4%,2.1%,11.3%,7.7%,"$21,58","$20.035,22","$20.035,22",1.0
8488.0,Based Lambow  LAMBOW,"$0,00002007",0.0%,28.9%,18.0%,18.5%,"$1.197,02","$20.024,76","$20.024,76",1.0
8486.0,DONTDIECOIN  DONTDIE,"$0,00002003",-,-,-,-,"$19,86","$20.021,19","$20.021,19",1.0
8487.0,H0L0  H0L0,"$0,00002074",-,-,-,-,"$64,82","$20.012,22","$20.012,22",1.0
8490.0,Yalla Sun  YSU,"$0,00002000",-,-,-,-,"$19,12","$19.997,61","$19.997,61",1.0
8491.0,Jenna  JENNA,"$0,00002104",0.6%,0.8%,7.0%,26.6%,"$124,67","$19.979,05","$21.030,98",0.95
8492.0,MOONUT  MOONUT,"$0,00001999",5.2%,9.8%,-,-,"$1.272,17","$19.978,14","$19.978,14",1.0
8493.0,Wrapped Sao Paulo FC (Kayen)  WSPFC,"$0,04957",2.1%,1.0%,1.4%,14.9%,"$99,29","$19.967,46","$19.967,46",1.0
8494.0,GenomesDAO GENE  $GENE,"$0,00007392",0.5%,9.1%,1.9%,33.0%,"$6,04","$19.964,72","$73.712,15",0.27
8495.0,MUT  MUT,"$0,00002070",0.0%,4.0%,10.3%,79.2%,"$102,50","$19.951,91","$19.951,91",1.0
8496.0,dogwithSHDZ  SHDZ,"$0,00001995",0.4%,0.3%,60.7%,77.2%,"$29,68","$19.951,16","$19.951,16",1.0
8497.0,Dovu [OLD]  DOV,"$0,00006457",-,-,-,-,"$6,97","$19.939,83","$62.228,55",0.32
8538.0,Kenji  KENJI,$0.051994,2.1%,1.9%,3.0%,53.8%,"$24.643,53","$19.917,17","$19.917,17",1.0
8499.0,Platypus Finance  PTP,"$0,00008710",-,-,-,-,"$3,45","$19.904,80","$26.130,65",0.76
8507.0,TwoTalkingCats  TWOCAT,"$0,00001992",0.0%,2.3%,7.0%,25.2%,"$107,63","$19.902,55","$19.902,55",1.0
8500.0,Lunar Snake Coin  SNAKE2025,"$0,00002001",-,-,-,-,"$1,37","$19.899,30","$19.899,30",1.0
8501.0,Zunami Governance Token  ZUN,"$0,0005690",-,-,-,-,"$2,48","$19.883,25","$56.903,57",0.35
8503.0,BabyMarvin Inu  BABYMARVIN,$0.074729,0.4%,2.2%,70.8%,58.0%,"$2,41","$19.877,36","$19.877,36",1.0
8502.0,KRAMPUS  KRAMPUS,"$0,00002003",0.0%,2.3%,14.2%,22.6%,"$6,93","$19.874,24","$19.874,24",1.0
8498.0,Quilson  QUIL,"$0,00002055",0.5%,3.3%,2.8%,30.5%,"$3,57","$19.869,93","$19.869,93",1.0
8504.0,AdRise  RISE,"$0,0002480",0.4%,0.4%,7.8%,53.9%,"$106,53","$19.820,23","$24.775,28",0.8
8505.0,Eggy The Pet Egg  EGGY,"$0,00001982",-,-,-,-,"$3,45","$19.820,15","$19.820,15",1.0
8506.0,Hammer Of Justice  HAMMER,"$0,00001982",-,-,-,-,"$22,06","$19.791,64","$19.791,64",1.0
8508.0,Türkiye Basketbol Federasyonu Fan Token  TBFT,"$0,002019",-,-,-,-,"$3.913,78","$19.772,80","$20.192,77",0.98
8509.0,QORBI  QORBI,"$0,0005769",-,-,-,-,"$636,87","$19.761,94",$288.462,0.07
8510.0,pleb  PLEB,"$0,00001977",1.0%,3.1%,6.4%,14.5%,"$53,88","$19.757,52","$19.757,52",1.0
8517.0,CHAD  CHAD,"$0,00001974",1.9%,4.0%,7.5%,-,"$391,73","$19.740,70","$19.740,70",1.0
8511.0,FRANCE REV FINANCE  FRF,$0.083020,-,-,-,-,"$0,07771","$19.731,70","$21.849,00",0.9
8512.0,KOK  KOK,"$0,0001838",50.3%,50.8%,52.1%,6.9%,"$731,59","$19.728,30",$919.020,0.02
8513.0,Atoll ETH (Sonic)  ATETH,"$27,70",-,-,-,-,"$1,53","$19.725,00","$19.725,00",1.0
8515.0,Mozaic  MOZ,"$0,0001322",0.4%,0.4%,8.1%,259.2%,"$727,07","$19.702,21","$99.047,62",0.2
8514.0,ASIAN MOTHER  IRENE,"$0,00001971",0.0%,2.3%,4.9%,6.6%,"$50,56","$19.691,61","$19.691,61",1.0
8516.0,Xspectra Ai  $XAI,"$0,001968",0.2%,0.7%,32.7%,53.7%,"$3,05","$19.647,78","$19.647,78",1.0
8520.0,Looking Up  UP,"$0,00001965",0.5%,2.7%,14.5%,4.4%,"$6,43","$19.634,86","$19.634,86",1.0
8525.0,Suirtle  SUIRTLE,$0.051965,3.5%,8.0%,12.7%,-,"$407,26","$19.628,73","$19.628,73",1.0
8518.0,Baby Goat  BABYGOAT,$0.072837,-,-,-,-,"$3,60","$19.593,19","$19.593,19",1.0
8527.0,Pump Fun Puppet  PUPPET,"$0,00001958",0.5%,1.1%,13.7%,32.9%,"$100,04","$19.571,34","$19.571,34",1.0
8521.0,SunNeiro  SUNNEIRO,"$0,00001957",-,-,-,-,"$9,44","$19.565,51","$19.565,51",1.0
8528.0,Islander  ISA,$0.059782,0.5%,3.6%,13.5%,37.3%,"$154,46","$19.560,71",$146.731,0.13
8522.0,DegenAds  DEGEN,"$0,0001955",-,-,-,-,"$71,53","$19.545,68","$19.545,68",1.0
8523.0,lifedog  LFDOG,"$0,00002053",-,-,-,-,"$33,70","$19.543,09","$19.543,09",1.0
8524.0,Rent is Due  RENTCOIN,"$0,00001953",0.4%,7.8%,16.2%,-,"$2.294,19","$19.527,47","$19.527,47",1.0
8519.0,Aquathecoin  AQUA,"$0,00001968",0.3%,3.2%,10.2%,7.1%,"$9,09","$19.521,05","$19.521,05",1.0
8526.0,Umi Digital  UMI,$0.065912,-,-,-,-,"$1,45","$19.508,72","$19.508,72",1.0
8529.0,ArbiSmart  RBIS,"$0,0001000",-,-,-,-,"$0,6644","$19.478,29","$45.008,71",0.43
8530.0,SecondBTC  SBTC,"$0,00001947",0.1%,2.0%,22.0%,2.2%,"$11,49","$19.467,75","$19.467,75",1.0
8532.0,4TRUMP  4WIN,"$0,0004136",0.0%,2.8%,3.8%,23.1%,"$4,88","$19.458,95","$19.458,95",1.0
8534.0,Merry Christmusk  XMUSK,"$0,00001946",1.4%,3.4%,19.9%,37.9%,"$42,80","$19.441,32","$19.441,32",1.0
8531.0,CRISPR  CRISP,"$0,00001946",-,-,-,-,"$42,58","$19.434,87","$19.434,87",1.0
8533.0,Ignore Fud  4TOKEN,$0.068626,-,-,-,-,"$4,60","$19.389,27","$34.505,14",0.56
8535.0,RELIGN  RELIGN,"$0,00001937",0.1%,2.6%,19.2%,15.5%,"$9,17","$19.364,66","$19.364,66",1.0
8536.0,MAGA Coin BSC  MAGA,"$0,00009532",-,-,-,-,"$12,56","$19.334,59","$19.334,59",1.0
8537.0,AURORA  AURORA,"$0,00001930",-,-,-,-,"$20,79","$19.292,93","$19.292,93",1.0
8539.0,Epep  EPEP,"$0,00001918",-,-,-,-,"$51,50","$19.184,31","$19.184,31",1.0
8540.0,HyperWo  WO,"$0,00001918",0.0%,2.5%,7.8%,82.8%,"$202,93","$19.177,96","$19.177,96",1.0
8541.0,Nektar Network  NET,"$0,00004586",2.8%,18.3%,57.7%,93.5%,"$34.542,71","$19.166,77","$45.864,91",0.42
8545.0,Extreme Accelerationism  X/ACC,"$0,00001917",0.5%,2.0%,7.1%,18.7%,"$13,98","$19.154,95","$19.154,95",1.0
8542.0,Chief Troll Officer  CTO,"$0,00001915",-,-,-,-,"$2,04","$19.146,15","$19.146,15",1.0
8549.0,MOCHICAT  MOCHICAT,"$0,00001914",1.5%,0.0%,23.7%,27.6%,"$1.097,89","$19.116,64","$19.116,64",1.0
8543.0,XBANKING USDE  USDE,"$0,9965",0.8%,0.1%,0.8%,-,"$1.124,08","$19.092,69","$19.092,69",1.0
8544.0,Yumiko AI  ALIVE,"$0,00001923",0.5%,0.5%,5.6%,52.9%,"$282,56","$19.091,53","$19.091,53",1.0
8546.0,HOOT Solana  HOOT,"$0,00001910",0.5%,3.5%,0.4%,23.8%,"$26,83","$19.088,65","$19.088,65",1.0
8552.0,BANKSY  BANKSY,"$0,00002604",1.0%,1.2%,2.9%,8.5%,"$15,70","$19.055,35","$19.055,35",1.0
8554.0,Roscoe  CATGUY,"$0,00001903",0.5%,0.6%,21.0%,50.3%,"$216,56","$19.030,68","$19.030,68",1.0
8547.0,Genaro Network  GNX,"$0,00006251",-,-,-,-,"$9.171,44","$19.014,36","$42.194,13",0.45
8556.0,Girls Smoking Cigs  GSC,"$0,00001902",0.5%,1.2%,30.5%,11.7%,"$206,93","$19.013,57","$19.013,57",1.0
8548.0,Litecash  CASH,"$0,00006317",0.9%,3.0%,15.8%,6.7%,"$26,67","$19.010,06","$45.651,66",0.42
8550.0,WibWob  WIBWOB,"$0,00001934",-,-,-,-,"$1,67","$19.000,46","$19.000,46",1.0
8551.0,Xetra AI  XETRA,"$0,0001899",-,-,-,-,"$2,86","$18.994,95","$18.994,95",1.0
8558.0,OKANE  OKANE,"$0,0001899",0.5%,3.0%,21.7%,51.0%,"$30,51","$18.988,29","$18.988,29",1.0
8559.0,TOMMY  TOMMY,"$0,00001899",0.5%,2.7%,4.1%,22.1%,"$22,59","$18.988,22","$18.988,22",1.0
8553.0,UpStable  USTX,"$0,002966",3.2%,8.2%,14.2%,10.5%,"$262,18","$18.975,02","$78.999,04",0.24
8555.0,mondo  MONDO,"$0,00001914",-,0.7%,8.0%,8.6%,"$3,75","$18.960,60","$18.960,60",1.0
8557.0,Coder GF  CODERGF,"$0,00001906",0.5%,0.4%,6.7%,3.9%,"$154,98","$18.939,92","$18.939,92",1.0
8563.0,KHADIJA  KHA,"$0,00001892",0.5%,0.5%,8.0%,42.5%,"$300,50","$18.914,04","$18.914,04",1.0
8560.0,Tholana  THOL,$0.071891,-,0.0%,7.1%,21.7%,"$7,44","$18.908,60","$18.908,60",1.0
8561.0,Gabin Noosum  NOOSUM,"$0,00002358",-,-,-,-,"$8,37","$18.857,24","$18.857,24",1.0
8562.0,Red Genesis  $R3D,"$0,00001912",0.4%,2.0%,12.3%,5.4%,"$21,73","$18.854,16","$19.113,75",0.99
8564.0,Pepewifhat  PEPEWIFHAT,"$0,00001885",-,-,-,-,"$37,40","$18.839,67","$18.839,67",1.0
8565.0,RUBY  RUBY,"$0,00001886",-,1.7%,8.1%,28.0%,"$303,07","$18.836,12","$18.836,12",1.0
8566.0,Rizzyear  RIZZYEAR,"$0,00002043",0.6%,2.9%,8.4%,46.1%,"$2,94","$18.814,99","$18.814,99",1.0
8567.0,Jerry The Kat  JRRY,$0.071879,-,-,-,-,"$30.885,13","$18.787,57","$18.787,57",1.0
8568.0,BRAZILIAN MIKU  MIKU,"$0,00001883",0.0%,1.6%,11.0%,33.2%,"$5,29","$18.766,75","$18.766,75",1.0
8571.0,popcatwifhat  POPWIF,"$0,00001878",0.1%,0.9%,6.5%,4.9%,"$5,30","$18.753,30","$18.753,30",1.0
8572.0,MoonTrump  TRUMP,"$0,00001877",-,0.3%,7.5%,17.5%,"$39,79","$18.743,88","$18.743,88",1.0
8573.0,SmokinCat  SMCT,"$0,00001873",-,7.3%,23.1%,78.7%,"$239,24","$18.732,15","$18.732,15",1.0
8574.0,ATHCAT  ATHCAT,"$0,00001872",-,-,-,-,"$60,05","$18.721,59","$18.721,53",1.0
8575.0,9to5io  9TO5,"$0,00001874",-,0.5%,7.2%,6.6%,"$1,20","$18.709,69","$18.709,69",1.0
8576.0,Altoid  ALTOID,"$0,00001870",0.6%,3.0%,12.4%,4.0%,"$4,52","$18.686,73","$18.686,73",1.0
8577.0,oof oof CTO  OOF,"$0,00001914",-,-,-,-,"$188,74","$18.679,73","$18.679,73",1.0
8581.0,Jingle  JINGLE,"$0,00001867",1.8%,16.6%,42.9%,-,"$4.557,56","$18.668,64","$18.668,64",1.0
8579.0,Trump Shuffle  SHUFFLE,"$0,00001886",0.5%,2.0%,6.7%,10.0%,"$123,96","$18.663,82","$18.663,82",1.0
8570.0,MatrixETF  MDF,"$0,0004486",0.6%,2.2%,0.2%,4.5%,"$17.852,41","$18.659,88",$448.555,0.04
8578.0,XMax  XMX,$0.066891,-,-,-,-,"$1,99","$18.606,55","$20.673,95",0.9
8580.0,Egg  $EGG,"$0,00001861",0.6%,0.2%,3.0%,54.4%,"$2,49","$18.597,99","$18.597,99",1.0
8582.0,AstroSwap  ASTRO,"$0,00004330",0.0%,0.1%,13.7%,23.5%,"$90,53","$18.553,04",$433.014,0.04
8585.0,Abi  ABI,"$0,00001851",0.5%,22.3%,0.3%,9.3%,"$1.302,48","$18.513,59","$18.513,59",1.0
8583.0,ZKGPT  ZKGPT,"$0,00001851",-,-,-,-,"$21,96","$18.510,54","$18.510,54",1.0
8590.0,PIM PIMLING  PIM,"$0,00002470",0.5%,3.2%,5.6%,11.1%,"$26,87","$18.442,31","$18.442,31",1.0
8591.0,HAT Solana  HAT,"$0,00001846",1.0%,1.4%,6.3%,18.4%,"$46,86","$18.439,31","$18.439,31",1.0
8584.0,Pooku  $POOKU,"$0,00001855",0.5%,1.9%,9.6%,27.1%,"$135,03","$18.436,72","$18.436,72",1.0
8586.0,woofer  WOOFER,$0.054301,-,-,-,-,"$2,27","$18.421,23","$18.421,23",1.0
8587.0,Latte  LATTE,"$0,00002236",-,-,-,-,"$16,63","$18.418,34","$18.418,34",1.0
8588.0,2025 TOKEN  2025,"$0,00001844",0.9%,0.4%,3.5%,23.1%,"$279,83","$18.416,15","$18.416,15",1.0
8589.0,DEUS  DEUS,"$0,00002043",-,-,-,-,"$7,55","$18.382,45","$20.419,82",0.9
8592.0,Gaisha AI  GAISHA,"$0,00001836",-,0.9%,10.8%,33.1%,"$18,36","$18.359,30","$18.359,30",1.0
8593.0,Twurtle the turtle  TWURTLE,"$0,00001837",-,-,-,-,"$3,05","$18.336,34","$18.336,34",1.0
8594.0,PressDog  PRESS,"$0,00001907",-,-,-,-,"$5,18","$18.305,61","$18.305,61",1.0
8596.0,Raju the Elephant  RAJU,"$0,00001830",0.5%,3.2%,50.9%,27.7%,"$280,24","$18.294,64","$18.294,64",1.0
8597.0,Spark  SPARK,"$0,00001831",0.5%,1.1%,51.9%,85.5%,"$248,82","$18.294,14","$18.294,14",1.0
8595.0,Julia Swarm Syndicate  JSS,"$0,00001895",0.0%,0.0%,1.3%,-,"$2.037,19","$18.288,43","$18.288,43",1.0
8624.0,Ape On ApeChain  APE,"$0,00001819",0.3%,7.0%,0.8%,39.9%,"$2,63","$18.233,98","$18.233,98",1.0
8598.0,minji  MINJI,"$0,00001891",0.9%,0.3%,6.7%,16.8%,"$103,21","$18.225,02","$19.095,79",0.95
8601.0,BWOB  BWOB,"$0,00002643",0.2%,0.9%,24.5%,123.5%,"$295,57","$18.221,15","$18.221,15",1.0
8599.0,longevity  LONGEVITY,"$0,00001822",-,-,-,-,"$5,45","$18.215,24","$18.215,24",1.0
8600.0,Crypto KIT  KIT,"$0,00001821",-,-,-,-,"$74,42","$18.207,65","$18.207,65",1.0
8612.0,World Record Banana  BANANA,$0.051820,8.6%,2.0%,15.3%,0.7%,"$860,38","$18.199,07","$18.199,07",1.0
8608.0,Snakes Game  SNAKES,$0.051820,0.5%,2.2%,0.5%,13.7%,"$44,21","$18.196,23","$18.196,23",1.0
8602.0,Zaros  ZRS,"$0,0001829",-,-,-,-,"$29,79","$18.188,81",$182.857,0.1
8603.0,Aurivis  AURI,"$0,00001816",-,-,-,-,"$2,54","$18.163,83","$18.163,83",1.0
8604.0,GreenTrust  GNT,$0.096481,0.0%,0.3%,0.9%,7.6%,"$19,59","$18.161,85","$81.726,36",0.22
8605.0,Beep  BEEP,"$0,00001815",-,2.1%,13.3%,27.5%,"$7,97","$18.152,96","$18.152,96",1.0
8606.0,LONG  LONG,"$0,00001815",-,1.6%,5.9%,24.9%,"$136,26","$18.143,52","$18.143,52",1.0
8607.0,Catino  CATINO,"$0,00001814",-,-,-,-,"$92,06","$18.140,07","$18.140,07",1.0
8614.0,bullish  BULLISH,"$0,00001814",0.5%,0.2%,7.3%,17.1%,"$175,18","$18.139,08","$18.139,08",1.0
8609.0,DOGE ROCKET  ROCKET,"$0,00001813",0.0%,2.1%,7.9%,20.2%,"$14,79","$18.130,40","$18.130,40",1.0
8610.0,Italian Coin  ITA,"$0,00001814",-,-,-,-,"$209,28","$18.130,37","$18.130,37",1.0
8611.0,Tamatest  TAMATEST,"$0,00001810",-,-,-,-,"$4,06","$18.096,45","$18.096,45",1.0
8613.0,The Big Grift  GRIFT,"$0,1808",-,-,-,-,"$324,02","$18.083,70","$18.083,70",1.0
8615.0,Wrapped Club Tigres UANL (Kayen)  WTIGRES,"$0,2019",1.7%,2.1%,13.7%,7.4%,"$409,17","$18.064,40","$18.064,40",1.0
8616.0,"Yes, But  YESBUT","$0,00002111",-,-,-,-,"$33,28","$18.060,03","$18.060,03",1.0
8625.0,"4-(2-Aminoethyl)benzene-1,2-diol  DOPAMINE","$0,00001806",0.5%,2.5%,2.9%,22.2%,"$256,39","$18.048,18","$18.048,18",1.0
8621.0,block AI  BLOCK,"$0,00002153",0.5%,2.4%,7.2%,20.2%,"$37,57","$18.032,75","$18.032,75",1.0
8617.0,Alphr  ALPHR,"$0,009733",0.0%,2.4%,18.2%,18.6%,"$26.508,50","$18.027,25","$97.315,80",0.19
8618.0,AlienB  ALIENB,$0.069012,-,-,-,-,"$5.711,07","$18.024,08","$18.024,08",1.0
8619.0,tuki  TUKI,"$0,00001802",-,-,-,-,"$6,82","$18.007,74","$18.007,74",1.0
8620.0,ELIXIR AI  ELXAI,"$0,00001798",5.4%,9.5%,1.7%,95.6%,"$1.081,73","$17.980,13","$17.980,13",1.0
8622.0,Lovely Inu Finance  LOVELY,$0.056020,0.0%,0.0%,23.9%,29.4%,"$0,00","$17.963,40","$60.202,83",0.3
8623.0,Animated  AM,"$0,00001796",-,-,-,-,"$146,95","$17.958,05","$17.958,05",1.0
8626.0,Farcaster Flower  FLOWER,"$0,00001796",0.1%,2.5%,11.3%,53.4%,"$384,22","$17.957,51","$17.957,51",1.0
8627.0,DIOM  DIOM,"$0,0001792",-,-,-,-,"$23,11","$17.920,82","$17.920,82",1.0
8628.0,KONG SUI  KONG,$0.052074,-,-,-,-,"$65,76","$17.898,84","$19.806,95",0.9
8629.0,blockbank  BBANK,"$0,00004541",0.4%,5.3%,27.8%,14.2%,"$25,60","$17.883,33","$18.162,53",0.98
8630.0,Stabby Duck  $STABBY,"$0,00002555",-,-,-,-,"$3,52","$17.881,88","$17.881,88",1.0
8634.0,Truth Terminal's Hentai  HENTAI,"$0,00001790",0.5%,1.2%,8.0%,15.0%,"$102,23","$17.879,32","$17.879,32",1.0
8631.0,HAMMY  HAMMY,"$0,00001787",-,-,-,-,"$19,67","$17.872,74","$17.872,74",1.0
8632.0,Chonk the Frog  CHONK,"$0,00001946",0.1%,6.0%,1.7%,26.6%,"$10.185,13","$17.843,45","$17.843,45",1.0
8633.0,trollbox  TOX,"$0,00002742",0.1%,0.2%,1.4%,2.6%,"$65,61","$17.840,32","$27.418,79",0.65
8635.0,NOME  NOME,"$0,002720",0.5%,22.4%,20.7%,86.1%,"$698,62","$17.800,80","$33.893,37",0.53
8640.0,Longevity AI  LONGAI,"$0,00002024",3.2%,0.7%,9.9%,11.2%,"$252,36","$17.792,10","$17.792,10",1.0
8636.0,Baby Pnut  BABYPNUT,$0.0104233,-,-,-,-,"$55,94","$17.777,08","$17.777,08",1.0
8637.0,Pawtocol  UPI,"$0,00007150",0.4%,3.9%,37.5%,10.0%,"$502,52","$17.763,32","$71.504,17",0.25
8638.0,dub duck  $DUB,"$0,00001774",-,-,-,-,"$17,99","$17.743,12","$17.743,12",1.0
8639.0,Blepe  BLEPE,"$0,00001774",-,2.0%,3.2%,22.3%,"$17,69","$17.740,62","$17.740,62",1.0
8641.0,Wrapped Aytemiz Alanyaspor (Kayen)  WALA,"$0,04042",1.5%,2.9%,4.2%,3.0%,"$31,10","$17.722,99","$17.722,99",1.0
8642.0,Solod The Buddy  BUDDY,"$0,00001770",0.4%,2.3%,6.9%,5.9%,"$13,54","$17.697,44","$17.697,44",1.0
8645.0,trilly  TRILLY,"$0,00001765",1.0%,2.3%,0.3%,33.6%,"$3,02","$17.650,18","$17.650,18",1.0
8643.0,Kronos Bot  KRON,"$0,0001765",-,-,-,-,"$17,58","$17.646,64","$17.646,64",1.0
8644.0,NerveFlux  NERVE,"$0,0003997",-,-,-,-,"$3,88","$17.617,33","$73.763,37",0.24
8646.0,Blind Boxes  BLES,"$0,0009664",0.0%,2.9%,2.0%,3.1%,"$25.095,56","$17.588,24","$96.598,43",0.18
8647.0,Pepe's Cat  PAT,"$0,00001789",1.0%,2.3%,5.4%,5.6%,"$39,02","$17.576,37","$17.576,37",1.0
8648.0,Gnome  GNOME,"$0,00001758",-,-,-,-,"$42,49","$17.553,97","$17.553,97",1.0
8651.0,Compendium  CMFI,"$0,0001471",0.0%,2.6%,6.1%,15.0%,"$51,55","$17.520,22","$73.808,08",0.24
8649.0,Simian AI  SIMAI,"$0,0001780",-,-,-,-,"$706,78","$17.496,85","$17.803,07",0.98
8650.0,Lemon  LEMON,$0.052616,-,-,-,-,"$15,27","$17.481,20","$17.481,20",1.0
8652.0,Fart Of The United States  FOTUS,"$0,00001756",0.5%,0.0%,4.8%,21.7%,"$2,80","$17.470,72","$17.470,72",1.0
8653.0,Pichi Finance  PCH,"$0,0001443",0.6%,10.8%,13.4%,15.8%,"$28.881,08","$17.465,98",$144.347,0.12
8654.0,Versity  SITY,"$0,00006903",0.0%,17.8%,6.3%,33.5%,"$217,57","$17.441,33","$19.304,97",0.9
8656.0,Frogg and Ratt  FRATT,"$0,0001207",0.2%,0.7%,4.4%,12.1%,"$100,90","$17.416,30","$20.489,77",0.85
8655.0,MerchDAO  MRCH,"$0,003806",0.1%,0.7%,1.6%,15.4%,"$25.957,38","$17.408,63","$34.256,14",0.51
8657.0,LOLA  LOLA,"$0,00001741",-,-,-,-,"$7,60","$17.397,66","$17.397,66",1.0
8658.0,Dino Dragon  DINO,"$0,00001739",-,-,-,-,"$6,53","$17.388,76","$17.388,76",1.0
8659.0,Frogie  FROGIE,"$0,00001965",-,-,-,-,"$2,19","$17.386,71","$17.386,71",1.0
8662.0,Pacato  PACATO,$0.074131,0.1%,0.3%,13.0%,42.7%,"$124,53","$17.378,07","$17.378,07",1.0
8660.0,CloneX AI  CLX,"$0,0003452",-,-,-,-,"$5,21","$17.365,23","$34.517,02",0.5
8661.0,Make America Based Again  BASED,"$0,00001739",-,-,-,-,"$691,56","$17.364,72","$17.364,72",1.0
8663.0,Tadpole  TAD,"$0,00002506",-,0.4%,2.2%,37.4%,"$127,33","$17.289,25","$17.289,25",1.0
8664.0,Wizarre Scroll  SCRL,$0.053825,0.0%,0.0%,1.8%,1.9%,"$3,00","$17.276,12","$32.331,90",0.53
8665.0,Crackcoon  CHEWY,"$0,00001727",0.9%,7.4%,66.6%,-,"$2.528,20","$17.269,83","$17.269,83",1.0
8668.0,Pinky the Pineapple  PINKY,"$0,00001728",0.5%,3.7%,4.0%,30.3%,"$1.022,92","$17.262,20","$17.262,20",1.0
8666.0,autista cat  AUTISTA,"$0,00001728",-,-,-,-,"$5,56","$17.261,00","$17.261,00",1.0
8667.0,Incinerator  INC,"$0,00002817",-,-,-,-,"$2,84","$17.224,03","$17.224,03",1.0
8669.0,SolChicks Shards  SHARDS,"$0,0001901",0.0%,0.0%,0.5%,0.3%,"$7,04","$17.184,95","$19.005,85",0.9
8670.0,Lootex  LOOT,"$0,001322",0.2%,13.7%,44.7%,61.5%,"$32.475,34","$17.181,12",$132.152,0.13
8671.0,Griddy  GRIDDY,"$0,00001723",0.5%,3.2%,4.5%,29.1%,"$20,70","$17.175,99","$17.175,99",1.0
8674.0,Upgrates  UPG,"$0,00001898",0.3%,2.4%,9.9%,3.1%,"$4,27","$17.114,07","$17.114,07",1.0
8673.0,Mars AI  MAAI,"$0,0001708",0.4%,2.1%,4.6%,59.1%,"$37,09","$17.074,24","$17.074,24",1.0
8672.0,Cat Poop Joystick  N64,"$0,00001717",0.5%,2.6%,47.1%,16.3%,"$13,23","$17.061,88","$17.061,88",1.0
8675.0,KASBOT  KASBOT,$0.066054,-,-,-,-,"$8,00","$17.026,29","$17.026,29",1.0
8676.0,Wrapped AS Monaco (Kayen)  WASM,"$0,2582",1.7%,3.2%,6.2%,11.8%,"$706,01","$17.003,23","$17.003,23",1.0
8677.0,Rainbow  RAINBOW,$0.074037,-,-,-,-,"$78,80","$16.981,94","$16.981,94",1.0
8681.0,SōzōAI  SOAI,"$0,00001786",0.5%,4.2%,5.7%,12.9%,"$75,57","$16.947,19","$17.840,23",0.95
8678.0,Fortress Loans  FTS,"$0,001857",-,-,-,-,"$2,71","$16.943,42","$18.569,98",0.91
8679.0,Memeerkat  MKAT,"$0,00001700",0.3%,1.0%,26.5%,41.7%,"$3.221,36","$16.913,26","$16.913,26",1.0
8680.0,SOHOTRN  SOHOT,"$0,00002117",-,-,-,-,"$12,94","$16.912,62","$16.912,62",1.0
8682.0,Talahon  $TALAHON,"$0,00001757",-,-,-,-,"$1,20","$16.865,85","$16.865,85",1.0
8683.0,Baby Maga  BABYMAGA,"$0,00004793",-,-,-,-,"$1,19","$16.865,58","$16.865,58",1.0
8684.0,fug  FUG,"$0,00001685",0.4%,2.8%,16.8%,13.6%,"$17,06","$16.848,06","$16.848,06",1.0
8688.0,ALINA AI  ALINAINTEL,"$0,00001684",0.5%,0.7%,7.4%,10.2%,"$31,18","$16.824,12","$16.824,12",1.0
8685.0,Victorious  W,"$0,00001683",-,-,-,-,"$106,71","$16.817,30","$16.817,30",1.0
8686.0,SLIME  SLIME,"$0,00001892",-,-,-,-,"$51,10","$16.811,92","$16.811,92",1.0
